submitter_id.samples,mir_vae_1,mir_vae_2,mir_vae_3,mir_vae_4,mir_vae_5,mir_vae_6,mir_vae_7,mir_vae_8,mir_vae_9,mir_vae_10,mir_vae_11,mir_vae_12,mir_vae_13,mir_vae_14,mir_vae_15,mir_vae_16,mir_vae_17,mir_vae_18,mir_vae_19,mir_vae_20,mir_vae_21,mir_vae_22,mir_vae_23,mir_vae_24,mir_vae_25,mir_vae_26,mir_vae_27,mir_vae_28,mir_vae_29,mir_vae_30,mir_vae_31,mir_vae_32,label_mir
TCGA-BH-A0GZ-01,0.16478296,-0.098585695,1.5078621,0.9420923,1.0147731,0.58218557,-0.747413,-0.5907953,-2.326533,-0.39019406,-0.51217455,0.072095565,-0.9231574,0.18737549,0.48213232,1.4025091,0.4304555,1.7903923,1.151424,0.004966655,-0.1391221,0.25539443,2.677804,-0.37300357,0.020427946,0.07702636,0.15834664,-0.6937099,0.26533377,-1.2350451,0.93943644,1.0073112,1
TCGA-BH-A0H0-01,0.5827772,1.5580287,0.22843632,0.2646963,0.34693438,-0.4609916,-0.6092275,-0.656212,0.9122771,1.9383082,-0.55142426,0.1518094,-1.414153,-0.6480252,-1.0163289,1.8562003,1.3898351,-1.355451,1.6649493,1.8240846,-0.5907259,-1.7284284,-0.30007446,0.35330206,0.8085702,-0.3525651,1.1015407,1.3543329,2.6811469,1.6790638,-0.24519524,0.8670489,1
TCGA-BH-A0H3-01,-0.6200718,-2.1518135,2.734358,-0.5186166,-1.0875008,-0.6831089,-0.28262833,-1.1397905,-0.41404295,-0.06876303,-0.5620045,-0.7025165,-1.3739395,-0.6562347,-1.2290357,-0.37608472,-1.0506152,-0.73044425,0.18676506,-0.59595174,1.9027133,-0.9311329,-1.1887286,-1.3477021,0.03182912,-0.84327996,-0.52962905,0.66836625,-0.33440873,1.2564734,-0.33703384,-0.59705144,0
TCGA-BH-A0H5-01,-0.6629687,-2.4509988,0.045952056,-1.4320728,0.65913975,-1.0409187,0.0131243635,-0.14482342,-1.0635685,0.55627835,0.2660164,-1.3916385,-0.3466397,-0.7556233,0.6315588,-0.33226353,-0.80777526,-0.42858508,-1.3994309,1.7740003,-0.55441487,-1.5762792,-1.0674621,1.1751188,-0.6758479,0.19774693,-0.68067944,-0.21426438,0.0069735376,0.63371086,1.0337431,-1.2167878,1
TCGA-BH-A0H5-11,-1.0072079,-0.7389595,1.2217782,0.033786286,-0.17156611,2.1337724,-2.082449,-0.85367286,-2.1562908,1.2707925,-0.72888714,1.5258096,-0.77101696,0.050699424,-1.3932728,2.6168408,0.7041803,-0.03379597,-1.6615417,-1.4394336,-1.2846822,-0.21872339,-0.3283826,-2.0026035,-0.8035574,0.24620274,0.60261047,-0.20468038,1.4426444,-0.6548627,1.3013972,-0.49065012,1
TCGA-BH-A0H6-01,0.4794163,0.20991036,-1.6223804,0.123745315,0.14857943,-0.32470968,0.4697382,0.7270324,-0.11644442,-1.5128006,-0.6015646,0.40970442,0.7060524,0.8439259,0.11373997,1.3112844,1.0289757,1.5413868,1.1443173,-0.080585524,0.7230275,0.87035763,-0.8629374,-0.38215503,1.0201745,0.9999609,-0.6078676,0.947392,-1.8187414,-1.2771102,0.6648125,-1.3277128,1
TCGA-BH-A0H7-01,-0.39130747,0.91006243,1.1217756,-0.40712395,-0.00013610884,-0.6096697,0.1215023,-0.60001713,-2.211045,-0.45597357,-0.88517785,-0.68113035,-0.0903056,1.2584387,1.2975842,-0.5529823,-1.079112,-0.40217856,-0.081990816,-0.8382032,0.4870997,0.79865247,-0.10951344,-0.12395113,0.7146282,-1.2653792,0.4747157,-0.921947,0.63364315,0.011683436,-2.1305888,-1.5005732,1
TCGA-BH-A0H7-11,0.40429568,-0.9117424,-0.93078136,-0.7903098,-2.0855193,-1.0617095,0.029689444,-1.0732837,-0.65977997,-0.51604646,-1.493927,1.3741314,-0.3793381,-0.18997724,0.49417162,-1.1485989,-1.0341113,-0.07138644,1.0034691,0.03037695,-1.6855136,0.11768769,-1.0954674,-0.05609848,-0.7739726,-0.077087305,1.8629045,0.9583398,-1.3416405,0.05436844,-1.1799287,0.30670446,1
TCGA-BH-A0H9-01,2.063122,0.3421111,0.47038126,-1.124909,-0.5054511,-0.122861646,1.4587172,-1.0783042,0.4900432,0.99925256,0.8744452,0.08746644,0.7511477,-0.5684542,-1.1352216,0.6962143,1.1623137,-1.2946985,-0.5798033,-1.0295768,0.2706558,0.83256865,-0.975497,0.42967626,1.3982316,-0.8650855,1.6911848,-0.46389425,-0.44231126,2.2325304,-0.06159939,-1.5313448,1
TCGA-BH-A0HA-01,-0.19700731,-0.79133177,1.1987109,-0.6593071,-1.5982816,-0.027314598,-0.3899412,-0.3118654,-0.3294767,-0.5121491,-0.28151968,-0.42081115,0.41395524,0.83516943,-0.92814213,0.81491005,-1.6693795,-0.008356802,-1.477966,-0.30121085,-0.7285447,-0.007809283,0.9561376,0.20320712,0.24856217,-0.95447236,-0.87563944,0.91866934,0.12102689,1.8337948,-1.0690292,0.110039294,1
TCGA-BH-A0HA-11,-0.8426513,0.14460383,0.20307477,-2.4509234,-0.11201564,-0.4794136,-0.2299096,-0.5941956,0.254658,-0.6159297,0.6451515,-0.85818523,0.08576212,0.79884624,0.723778,0.91663057,-0.31445464,-1.7642989,0.106382504,-0.4103595,0.03503806,0.6286269,-0.37316173,0.26264328,-0.24267296,1.2627485,-0.02523869,-0.79119664,0.92888904,0.13319369,0.81415313,-1.0261382,1
TCGA-BH-A0HB-01,-0.27986652,-0.690604,-1.0777311,0.42041686,0.9154995,0.17141628,-2.031011,-1.1818736,0.0012610657,1.4353771,-0.2588143,1.5438144,-0.889758,0.27715045,2.1914308,0.039304852,0.35684198,-0.7988672,-0.09494697,-0.53162426,0.9904595,-0.44484922,0.24101736,-1.1500002,-1.4207406,1.2856051,-0.6145287,0.18752453,-0.020733897,0.9276626,-0.52680314,0.4804247,1
TCGA-BH-A0HF-01,-1.9063064,0.97954607,0.41326672,0.8629656,-0.9525607,-0.93319356,-0.596859,-0.077794544,-0.33242196,-0.014853316,-0.022507813,0.67765766,-0.30260438,-2.6670911,-0.27042973,1.4028789,-0.20076798,0.030750178,-0.024473317,-1.7136751,-0.64957476,0.38798454,0.285651,-0.63475466,-1.7097306,-0.43284506,-0.6851807,-0.014056462,-0.2473668,-0.23431064,-0.9263938,0.47541985,1
TCGA-BH-A0HI-01,3.0277417,0.11325888,-0.70871663,-1.9294314,-1.4327205,0.44316024,-0.13197847,-0.31337076,-0.6069505,-1.5131048,0.16033462,-2.9936836,0.0032536224,-0.26188436,0.6697596,1.6193202,1.9502624,-0.50965434,0.5424156,0.7395762,-0.88838595,-1.744775,-0.87235487,-1.2987384,-2.5873232,0.7729027,2.3957286,-0.81059617,-1.1603215,0.48335895,-1.1741784,0.5678316,1
TCGA-BH-A0HK-01,0.7017631,-0.7980367,-0.032466218,-0.5454821,-0.58084697,0.7175297,-2.0972974,0.6709244,-0.089955345,-0.012798088,-0.96592534,-1.4175746,0.7127533,-0.21793312,0.51950336,1.1995962,-0.15514112,0.76949275,-0.031020582,-0.31122065,-1.3488088,-0.46160275,-0.08259286,-0.8999613,0.091104314,1.8640863,1.0913496,0.18353145,-0.86473954,-0.6515148,0.71457607,1.9422319,1
TCGA-BH-A0HK-11,0.30164477,1.092831,-0.85481155,-0.49938327,-0.6039516,0.98626673,1.096105,1.45084,0.36561903,-1.090336,-0.6430066,0.5683568,0.29459387,1.9604125,-0.6937108,0.67389035,0.09236638,-0.6586854,0.052428152,0.6219901,-0.7357881,0.34601125,1.0211015,2.6113985,0.048267066,0.17800272,1.2050037,0.13558315,0.46328726,-0.58781195,0.73950034,0.11764752,1
TCGA-BH-A0HL-01,-0.031149417,-0.39590302,1.3225063,-1.0761045,-0.18225582,0.46626008,0.31302464,1.6096513,0.6527486,0.47283775,0.22535935,-0.49992198,-0.27534005,2.109561,1.8972981,1.1257902,0.10353002,0.16297713,0.1091827,1.1786648,0.19457471,-0.3439593,0.06798362,0.8218554,0.41903755,-0.99479425,0.55935425,-0.15562977,0.17704372,1.5274973,-0.06764043,-0.8439906,1
TCGA-BH-A0HN-01,0.46682626,-2.3300617,1.32213,0.2351991,-0.076177545,0.31605864,1.2779322,0.5461025,-2.2297428,1.1814688,-0.5242825,-0.14307263,-0.5803325,0.7111235,0.3842117,2.0097594,-1.7984483,-0.9341443,-1.0434282,-0.27931795,-1.2807623,-0.11624524,0.9745068,0.7943904,0.71918726,1.95628,-1.2006193,-0.18761107,1.4160892,-2.130059,-1.9818975,-1.6334274,1
TCGA-BH-A0HO-01,0.8784504,-0.085918404,-2.1829505,1.9628578,1.0860261,1.2574565,-0.9646289,-2.2053192,0.9611048,0.7718325,0.37907666,0.98737687,-0.5179889,-0.046308734,-0.8668572,1.09445,0.68820685,0.39091218,-1.3043542,-0.7941724,0.87021226,0.43891034,0.0045301593,-0.48891044,0.2781861,-1.5674945,0.62851256,-0.6607862,0.87413687,-0.4507924,0.6252947,0.5619257,1
TCGA-BH-A0HP-01,-0.010823975,-1.157656,1.1627914,0.8283356,0.7140773,-0.44462767,-0.14813717,-1.0336341,-0.3978933,-1.7947711,0.2682333,-0.21599191,0.24066761,-1.0742579,-0.64719194,-0.25073206,-0.8168494,-1.2190405,0.8781544,0.08333835,-0.5436643,0.5647785,-0.7893785,1.1948018,0.4729619,0.22309619,1.1186637,-0.2080536,1.2427175,0.56630385,0.4645,-1.8187604,1
TCGA-BH-A0HQ-01,-0.013371481,0.7697227,1.2016914,-0.622305,2.409143,-0.18729645,-0.92576,-0.09012952,1.6263301,-0.018664168,-1.2569838,-0.3861128,0.06466458,-0.22745353,0.26979086,-1.3365414,0.8636571,0.17620575,-1.3290249,-1.7209002,3.032709,-0.21462426,-0.46300098,0.8181395,0.38096535,0.6027606,2.193865,2.0750556,-0.08479534,1.3026439,-1.0144402,2.1532128,1
TCGA-BH-A0HU-01,0.24395962,1.2936404,0.4270618,0.2854395,0.7375528,-0.28967172,-1.0856448,1.8960087,0.81853074,-1.1462446,-0.67367685,-0.091847405,-0.31673455,0.3847431,-1.2528244,-0.34082884,-0.76098764,-0.5785168,0.007863555,0.026681833,0.34124398,-0.08887498,0.22279339,-0.9142998,0.37271553,0.23506522,0.5966933,-0.69350535,0.92246157,0.34274453,1.5576544,1.4649469,1
TCGA-BH-A0HW-01,-0.3030268,0.07510667,1.0571656,0.6329167,0.49975497,0.6896869,0.5707201,0.6770242,-1.9858682,-1.1722629,-0.06330016,-2.3477712,-0.6782757,0.8569945,0.7441451,-0.47376344,1.2837903,-0.97907937,0.13400011,0.43616956,-0.6043455,0.23750873,-0.28989643,-0.15015726,1.0638595,0.733111,-0.36374077,1.1174384,0.8170234,-1.3839977,-0.044199623,0.8220625,1
TCGA-BH-A0HX-01,-0.613733,0.24597737,0.1604872,1.1731613,0.6408004,0.04256898,-0.04968262,-1.2209283,-1.095924,0.3291883,-1.3604208,-1.4792023,-0.53231895,0.3051905,0.04948723,-0.5314284,0.09478843,0.64723396,-0.2197028,0.121871985,0.489881,0.96168935,0.039754014,0.3702701,0.4999965,-0.29332027,-0.8413539,-0.74356186,-0.49899456,0.41924265,0.21097815,1.4610432,1
TCGA-BH-A0HY-01,-0.76520187,0.21478145,-1.5972611,2.016651,0.3681249,-0.76658124,-0.004789728,0.21058148,-0.17511499,0.7372635,0.48575553,-1.3354187,-0.33646604,0.383125,1.8767798,-0.3517015,0.957458,0.66124797,-0.5982133,0.90432703,0.21801212,0.3896816,-0.53474444,0.70445037,-1.1772469,0.008292775,-0.3864592,-0.05791101,0.0633354,0.6907807,1.194185,1.0500051,1
TCGA-BH-A0RX-01,0.46541077,0.31591117,-2.0223725,0.037750874,0.4729728,0.2503127,0.92385644,-0.16028933,0.2990521,0.33734038,-0.37517434,0.21702848,1.3275448,-0.6499722,-0.7440828,2.0294938,0.842494,1.7693344,0.7527514,-0.5363497,0.9077044,-0.23726949,1.8028879,0.06742076,0.21705554,2.2962997,-1.5493971,-0.77512515,0.74151355,0.8438817,0.590124,-0.75271225,1
TCGA-BH-A0W3-01,1.4492778,1.7481985,1.1734722,1.3012422,-0.40368083,0.6502733,0.40019527,0.9906182,0.9728187,-0.44129214,-0.88699955,0.29238644,0.0031827362,0.85262233,0.17497875,-2.2603002,0.3300604,-0.03908272,0.60275584,-0.5018843,0.02710253,-0.56679964,-0.988212,-1.4448088,1.0457022,0.7077613,0.7960618,-0.8814408,1.3760327,-0.36415064,0.978926,-0.9185839,1
TCGA-BH-A0W4-01,-0.3688153,-0.58286387,0.19946873,1.248358,-1.2962159,1.26576,0.9744472,0.68974596,0.1583014,-0.111879125,0.5160101,-0.70524454,-0.7845851,-1.9255342,0.3751845,0.16924633,0.3021165,0.5559533,1.4802814,1.1276006,2.813871,0.7373276,-0.99266165,-1.072621,-1.9840137,0.8897182,0.33893147,1.142829,0.59791213,-2.3420155,0.2521247,0.05411164,1
TCGA-BH-A0W5-01,0.9075519,-0.50126886,0.21244143,-1.5748968,-0.21373071,-0.32439238,1.1222252,1.5627749,1.5144471,0.521648,-0.76120037,-0.41079634,-0.20728411,0.21112257,-0.82722396,1.5010246,0.20104352,0.5230254,-0.552354,0.22943248,-0.71459174,2.1743166,-0.42701513,-0.3521116,-0.18679902,-1.3096534,-0.102117084,-0.47452787,1.7458574,0.23998965,1.9121435,0.26180276,1
TCGA-BH-A0W7-01,-0.47519493,-1.5082483,-0.41058856,0.9651956,0.23173852,-0.58246505,0.29219657,-0.02248269,-1.8445415,0.045335628,1.1573364,1.2006345,0.6341515,-0.53674304,-0.9721617,0.49030644,2.1226692,-0.43753088,-1.3884857,0.18112443,-1.0715163,2.236607,1.0234039,0.14136514,-1.7489007,-1.3165448,-2.5430682,0.97894603,-1.2188468,0.13753387,-0.7576488,1.0538467,1
TCGA-BH-A0WA-01,-0.31597042,2.179791,0.055667862,-0.37869626,-0.43870023,-0.25955456,-1.2916001,-0.73293614,1.388104,-0.7922449,-0.93782705,-0.8415671,0.1122656,-1.0642647,-0.19165173,-0.34803057,2.1115868,1.6534419,0.8654348,0.012375133,1.8581865,1.0131707,-1.1741627,0.58161855,-0.5256186,1.5729712,-0.007216314,-0.69474334,-0.6310003,1.508759,0.940135,-1.3112668,1
TCGA-BH-A18F-01,-0.2222373,-0.94279927,-1.2347355,0.39099967,-2.1029387,1.4148184,0.85259885,0.374983,0.06495362,1.286226,-0.35888594,-1.2232428,-0.41254002,1.4595157,-1.1522615,0.019996686,-0.5742983,-0.23083018,1.2023357,0.30995148,0.75288177,0.04631741,1.2988452,0.9593956,0.5328186,0.9939562,0.022270847,0.17984274,-0.7934388,1.1523412,0.18903688,-0.8706792,1
TCGA-BH-A18G-01,0.22166792,0.38107866,-1.5435377,0.8870429,0.63892365,-0.24940479,-0.15166365,-0.704555,0.91882044,0.8024692,0.39181656,-0.3796815,1.5620239,-0.33411297,-0.42895156,-0.37277782,0.21224897,0.63362217,-1.0437447,-2.788969,-0.20027524,-0.6916592,-0.36716282,-1.1655588,0.46230364,0.32707313,0.81408,-0.5427374,-0.21112533,0.6752133,0.4530624,-0.8295223,1
TCGA-BH-A18H-01,-0.4050193,0.8876102,0.9821755,0.38337088,-0.56903607,0.45639747,-0.7560711,0.24274069,1.4189162,-0.13484973,-2.6674535,-1.8200766,-0.49253127,0.68421334,-2.3790615,-0.5785719,-0.18633904,0.4604277,-0.06568017,1.580924,1.08898,-0.0011859108,-1.7143971,0.9940536,3.519804,0.12038213,-0.76950735,0.15231235,0.9176076,-0.09668645,-1.4181619,1.3066165,1
TCGA-BH-A18I-01,0.49546084,1.155585,-0.7704279,1.0792003,-0.56284225,0.19772604,-0.07068145,1.2237695,-0.013538598,-0.28476307,0.43470666,0.3957939,-0.6790115,0.115067855,-1.1444854,0.53872555,0.29502854,-0.33756617,0.18003741,0.28671008,-0.76602316,0.75463295,-0.30789998,0.04505747,-0.5058947,-0.36013243,-1.5332698,1.3775461,0.0689314,0.17176768,2.023516,-0.37429175,1
TCGA-BH-A18J-01,-2.6206608,-0.7388748,-0.80440134,0.39001626,0.8773683,-1.0597626,-0.18583351,-1.5898376,-0.6068612,-0.59405833,-0.22121288,-1.1768005,0.74444515,-1.5753477,-1.05085,0.888655,-2.5017748,0.3115319,-0.98178804,-0.26632416,1.7970706,1.1780826,0.029341403,0.22384542,0.18063693,1.2819616,0.6715167,-1.0908424,1.1284121,0.4997798,0.44681126,0.026172545,1
TCGA-BH-A18J-11,-0.040224005,1.2238009,-0.158479,-0.54844564,0.5201501,0.6429517,0.23281844,0.4451254,0.18282366,-0.5250462,-1.2911595,0.99958944,-0.51097584,-1.0032159,-0.2158484,0.16159493,-0.47971,-0.72431767,0.39118558,-0.25750846,-0.54363334,0.044561636,-0.83687586,-1.0441809,0.5697383,-2.377838,-0.101955555,0.22885682,0.7368403,-1.5897089,-0.46828267,1.1282344,1
TCGA-BH-A18K-01,0.4456433,0.17127019,-0.17068586,-1.5985074,0.3805663,0.016034618,1.5189345,0.6068266,0.35443136,-1.875251,-0.7817451,-2.1592648,-0.45272255,0.2646587,-1.4122294,-0.72281575,-0.97222996,0.1310363,-0.33359623,0.7251432,-1.5610034,-0.047503114,0.09144558,-0.28964832,0.71846575,-0.41413897,-0.3883623,0.33158585,0.4574746,0.61570936,-0.48186517,0.17472714,0
TCGA-BH-A18K-11,-2.4198582,-3.3264623,1.2268691,-0.3553882,-0.7104288,1.7802695,-0.05637623,1.0881934,2.520153,0.24852772,-0.5649441,-1.0035099,0.17710637,-1.8206499,1.1643224,-0.9997077,-1.6163889,1.3975652,-1.7470711,-0.8600438,0.94547623,0.6319342,-0.2744213,1.5246234,1.5696799,1.2765926,0.541454,1.6316245,-0.83348435,0.45814598,-0.09550919,-0.4255373,0
TCGA-BH-A18L-01,0.93085444,0.68940926,-0.031430546,0.26303354,-1.1456712,-0.92517513,0.27223215,-0.53738266,0.26217726,-0.47657356,1.0765464,1.2912736,0.9644067,0.42868274,-0.32272238,-0.7402535,-0.31974414,-1.3880172,2.649955,-1.3303909,0.2967462,-1.9362392,2.560852,1.0523932,0.5906538,-0.7231125,0.46481264,1.0643791,0.14423649,-0.36137763,0.90475476,1.5506899,1
TCGA-BH-A18L-11,1.3563195,-1.3903373,0.050766498,0.81654257,1.5714902,1.1588539,0.062584735,-0.72506803,0.25453314,-1.3306766,-1.1864061,-1.4410918,-0.12143185,0.35951367,-0.6981629,0.6016441,1.2228129,-0.3555304,-2.1070046,-0.08990519,0.46120983,0.32217872,0.6449889,-2.2032125,-3.2555223,-0.28968042,-1.4706517,-0.34448546,-0.17823696,-0.941577,-2.0309186,-2.1363645,1
TCGA-BH-A18M-01,-0.9338037,-0.9416023,0.3617721,1.8564228,0.665141,0.80867106,-1.5043246,-0.34217227,0.5174619,-0.47052532,-0.6395669,1.5051523,-0.818541,0.1477345,-0.058084026,-0.77414215,-0.29783097,-0.21624419,0.08170541,-0.22612542,1.0278559,-0.37949544,-1.2674071,-0.31014556,-0.14043616,1.9007956,1.7611741,-0.2291133,0.32026687,-0.26682717,-1.8497375,0.10065269,0
TCGA-BH-A18M-11,-0.7577243,-0.53960085,-0.9453173,0.28117657,-0.6391453,-0.50091076,-1.045107,-0.37494642,-2.1139944,0.2787554,-0.9274437,-1.3781728,-1.4554468,1.129702,-0.71377987,0.23308899,-1.4236233,0.3258857,-0.35177806,0.99965113,2.3388689,-0.38595527,-0.079412214,-0.16740392,1.1689255,-0.28855172,0.5175421,1.6962292,1.590713,0.1270902,-1.6093296,-0.011552749,0
TCGA-BH-A18N-01,1.3183147,-0.066144116,1.0124601,0.30142874,-1.4349697,-0.22125977,1.3278719,-1.3552898,-0.5581988,0.38675597,-0.5976948,0.41352662,-0.49331608,0.03870273,1.1093148,-1.1091005,1.237882,1.2240018,0.35388207,0.17422803,-0.37523496,-1.0100999,1.805399,0.11739835,-1.531934,-1.2446495,-1.394362,-1.1648861,-0.07107148,0.56780815,-1.3809835,1.4169508,1
TCGA-BH-A18N-11,1.324151,-0.20343411,-1.6481811,-0.6586869,-0.21369354,-0.6289072,0.84744155,-0.81085944,0.75084764,0.7570561,1.6861312,-1.4502233,0.1966321,-0.43922094,1.1726995,0.84428877,1.462494,-0.00028158748,0.7533507,-0.051005952,-0.17998935,-0.23475678,-0.87611586,0.05465327,-0.2331958,-1.0977108,1.1765501,-1.4205614,-1.0872784,1.5627054,-0.9461332,0.26456016,1
TCGA-BH-A18P-01,0.95805186,-0.9350135,-0.20949142,-0.41051865,-0.46868896,0.47725716,0.63464576,-1.1024209,0.37173072,0.06996379,0.43753308,1.3975312,0.15951698,-1.169575,0.5077524,-0.8291518,0.20791896,0.20214365,0.56818944,-0.1854022,-0.6878063,-0.1551054,0.7388924,0.09933951,-0.80234057,-1.1171674,1.0113878,0.28834358,0.27663395,0.9369693,-0.27027398,0.9622585,1
TCGA-BH-A18P-11,-1.2044023,0.32427874,-1.069073,-0.5585098,0.67197376,1.0784388,-0.3715091,0.5494693,-1.3042607,0.9523565,0.03148845,0.9236977,-0.9637274,0.77544737,-0.77175766,1.3330159,-1.5303677,-0.58743906,-0.36644515,0.38168213,-0.5926362,0.86510277,1.7160978,0.36528695,-1.1554302,0.6084167,0.1237937,-0.27238798,0.7961953,0.6867406,2.619866,0.468555,1
TCGA-BH-A18Q-01,-0.049836025,-0.7718482,0.01767164,-0.5965772,0.203737,0.4399176,-1.4549258,0.39699772,0.17195868,0.86614525,0.3647877,0.4621991,0.8570561,-0.890636,0.82732886,0.29429883,0.7027109,0.74498695,0.2827561,-3.012763,-0.005830117,-0.8986663,-1.2756735,-1.7402385,-1.612125,0.014495377,0.044632502,-0.9080562,-0.39710486,-2.1693256,1.859802,0.88742703,1
TCGA-BH-A18Q-11,-0.05706066,1.2289022,-0.21193388,-0.05229519,-1.5084316,-1.0317065,0.33546287,0.68658125,0.06602883,0.5440641,0.8351747,-1.3339665,1.3089616,-0.5102391,1.2193569,0.19756967,-2.3228068,-1.6115985,-1.5446963,0.4521154,0.19900993,-1.6673124,0.9007071,1.2333937,0.6985635,-0.45516875,1.2389857,1.7207639,0.8435568,0.8833869,-0.25589827,-0.28163058,1
TCGA-BH-A18R-01,0.22575587,1.8639446,1.5459366,-0.63097376,0.31177935,-0.22271794,1.0559778,-0.90877086,-2.991653,1.4146869,0.16582103,0.23296969,0.6241714,0.57604057,-1.5135993,-1.6658782,-1.057324,1.4948882,0.8354797,0.012735115,-0.32711685,-0.71706533,1.319795,0.22561634,0.173213,0.00016258191,0.9878629,1.3246893,-0.6544253,-0.9934635,-0.30979675,-0.29654357,1
TCGA-BH-A18R-11,1.0759392,-2.3064985,0.3171793,0.7082768,-0.7294703,1.6810988,-0.59977806,0.60655916,0.2539479,-0.75567985,2.508056,1.0435959,-0.20118012,-0.06374949,0.38820958,1.2707741,-0.24327101,0.05245412,0.09211286,-2.87504,0.4423799,-0.7172913,0.34514657,-0.32664877,1.7788371,0.71672547,0.7031865,0.22561401,-0.62308043,0.43858978,0.82638234,-0.98704606,1
TCGA-BH-A18S-01,1.1780747,0.21769226,0.705516,1.34992,-1.3782927,-0.2310287,-0.36129162,-0.43342495,0.5682297,-1.0009694,-1.8974646,1.3242745,-1.141692,-0.7327041,0.19595012,-0.4869539,-1.3366933,-0.4411124,-1.3319223,0.64001554,0.42997196,-0.30408788,0.8619266,0.9084782,-0.84575665,1.3710111,0.9967773,0.59965515,-0.5743783,1.1611508,-1.8700153,-0.96018976,0
TCGA-BH-A18S-11,-2.4869568,1.5516081,2.166078,0.16416703,0.059460673,0.10113728,0.12726425,-0.19743586,-0.66009134,0.20909356,0.52804273,-0.634924,-0.6523182,-0.54602474,-0.60288453,0.5989691,-1.8312513,-0.17020576,0.14609708,1.2519498,-0.7048971,0.4227474,-0.44450366,-0.28603378,-1.0350538,1.6700518,0.48287323,-0.09637338,1.2203534,0.319668,-2.9387777,1.8316461,0
TCGA-BH-A18T-01,0.86661816,-0.17558038,-0.37963054,1.6705214,-1.1709095,-0.2900515,0.42855486,0.33612794,-0.38918296,-1.2962731,-0.25363433,-2.563466,-1.3494047,0.48192146,0.76518446,1.9995465,0.8043016,0.6247549,-0.45539188,0.11246911,1.0674491,-0.31671768,-0.17117603,0.21628281,-0.76726556,-2.6036177,0.94216067,1.2404163,0.5512744,-0.21232435,-0.45039585,0.6523293,1
TCGA-BH-A18U-01,0.15697421,-0.44069794,-1.4264725,-1.532912,0.07907501,1.2508805,0.1522011,-0.1578478,-1.6219742,-0.2702245,-1.0014225,-0.17109072,-1.2873012,0.11023724,0.3881668,2.0765092,0.96256137,-1.1022835,-0.7014059,-0.0056784214,0.4123821,-1.8899325,-0.32077298,0.1503199,0.19167414,-1.2798563,-1.1610618,1.318837,0.68371886,0.6198913,-0.9686352,-0.6299611,1
TCGA-BH-A18U-11,1.5818983,-0.79145014,-0.09463389,0.3784107,-0.09687467,0.41984606,-0.6986315,-0.29282606,1.2955592,-0.3672936,1.1854465,-1.3603401,-1.3807981,1.8583812,-1.815846,0.7976094,-0.33030704,1.0560958,1.0122973,-0.65663457,0.83015704,1.6230454,0.27431503,-0.12111057,1.0042297,-0.8512249,-0.4961975,-0.9132825,1.2192267,1.679785,2.2112842,0.9012124,1
TCGA-BH-A18V-01,-1.33133,1.169488,-0.009655958,-0.029954348,0.50626177,-0.8341185,-0.75594276,0.03797608,0.614411,-0.21693018,-1.0235237,-1.9352789,-1.4222642,0.59056664,0.6527997,-0.4905241,-0.86280394,-1.7228578,-1.0650212,-0.6857647,0.30011374,0.3449024,0.5292245,0.03544008,-0.41547835,-0.79438627,1.0378695,0.6817194,3.1410575,-0.56057453,0.5674293,-0.57073575,1
TCGA-BH-A18V-06,0.07275804,-1.7479056,-0.9100102,-0.31804556,1.2763106,-0.45255846,-0.1045576,-0.76982236,0.56822944,-0.15376309,-1.4021854,-1.7943976,0.46161258,-1.8477883,-0.10329212,0.120076485,0.10677141,-0.8920007,1.0848697,0.55971366,0.4026518,0.87122333,1.4341837,0.14531432,-0.71236134,0.7268493,-1.0103239,-1.3440275,-1.4321585,-1.4025545,-1.5633681,0.056256197,1
TCGA-BH-A1EN-01,-0.3920482,0.20901196,2.2142265,-0.0011129191,-0.24707207,0.5588291,1.7654457,0.08822167,0.75429016,1.5276513,-0.16623245,0.08895858,-0.25358227,2.8606052,-1.1943238,-1.178183,0.52952677,0.37045866,0.6029327,-0.0019804183,-0.19116521,-0.77856517,1.3175771,0.6561765,-0.16191462,-1.2664547,0.6443829,-0.47230178,0.2871205,1.1833601,-0.027997034,0.8360311,0
TCGA-BH-A1EN-11,-0.08603567,1.268238,-0.4122265,0.91369313,0.44619814,-0.038456816,-1.0542266,0.6535954,0.4628557,0.81250405,0.6205848,-0.61031073,-0.20752306,-2.0247495,1.5767307,-1.5114802,-1.2224641,-0.023941942,0.9341589,1.3790485,0.738196,-1.0723966,-0.643599,-1.0139147,-0.3113842,-0.14440253,1.5719528,-1.0158215,-0.38256443,-0.09023874,-1.3949429,-0.31299254,0
TCGA-BH-A1EO-01,-0.077485666,2.041038,-0.2607184,-1.1472414,0.15533623,-0.27335003,-0.20919867,-0.6519447,-1.4143248,-0.4924623,1.5212159,0.2590047,-0.8405484,0.6035489,-0.26871875,1.4358307,-1.5767032,-0.19947991,0.54792196,0.11145845,-1.8203096,-0.33603045,-0.833916,0.053005707,0.7704048,-0.010400013,0.3717369,0.55759734,1.0210012,0.32269576,1.1081897,-0.5249236,0
