submitter_id.samples,dna_vae_1,dna_vae_2,dna_vae_3,dna_vae_4,dna_vae_5,dna_vae_6,dna_vae_7,dna_vae_8,dna_vae_9,dna_vae_10,dna_vae_11,dna_vae_12,dna_vae_13,dna_vae_14,dna_vae_15,dna_vae_16,dna_vae_17,dna_vae_18,dna_vae_19,dna_vae_20,dna_vae_21,dna_vae_22,dna_vae_23,dna_vae_24,dna_vae_25,dna_vae_26,dna_vae_27,dna_vae_28,dna_vae_29,dna_vae_30,dna_vae_31,dna_vae_32,label_dna
TCGA-A2-A0EV-01,-0.24823801,0.6077154,1.0755593,0.81459457,0.21468517,0.53456557,-0.77280545,0.2557263,1.1971263,1.8202684,0.93509686,0.24783576,0.8496207,0.9557821,-1.2699261,0.23084642,0.17472513,-0.63625115,-1.5922395,1.6832685,-0.01487813,-0.52204424,-0.33096308,1.4716383,-0.32364532,-2.327035,1.4626608,2.102726,0.62571603,-1.550261,-0.33532247,0.80889034,1
TCGA-A2-A0EW-01,-1.8162758,-0.20642968,1.2882689,1.079763,0.16136283,-0.43935487,0.11142098,0.47030765,0.24116284,0.13380039,1.5468805,0.7434368,-1.07552,-0.40842825,0.8874866,-0.030525504,1.5752066,0.08042042,-0.35112983,0.73627007,-2.2941391,-0.5120305,-0.42277464,0.2867806,0.934125,-0.48561594,0.8779697,-1.4507924,0.4858598,-0.0866646,-0.30743378,-1.3380768,0
TCGA-A2-A0EX-01,-1.1379445,0.20009856,-1.8255817,0.8977312,1.670626,-1.0741075,0.81018406,1.5538405,0.5550247,-0.78681517,-2.1240556,-0.4899699,0.5037917,-0.10786338,-2.156845,-0.05960432,-0.18636781,1.0759654,-1.2568825,0.15887272,-0.35506877,-0.8615313,0.98955554,-0.5240896,-1.9379171,1.6210576,-0.13417472,-1.2265913,1.353904,-0.031119984,0.22092386,-0.31129816,1
TCGA-A2-A0EY-01,-0.03338291,1.998763,0.63577914,0.48051646,1.3331356,-1.734113,-2.5284736,-0.9869313,-1.1078962,-0.329986,-0.39857298,-0.101440735,-1.4271951,1.452226,1.1316904,0.6012006,0.31207705,-0.2542034,1.1884265,-0.3664509,0.6822132,-0.19971208,1.7898127,-0.4674544,-0.53453636,-0.68351555,-0.0918141,0.69577926,-0.63447034,-1.2221274,-0.37341112,-1.0901973,0
TCGA-A2-A0ST-01,-0.78749025,0.18167388,0.12194886,0.6577742,1.1005311,-1.3313093,-0.25805962,0.76005524,-0.39993984,-0.96183825,0.70539325,0.38307378,-1.3822061,-0.60647327,0.46655262,-0.23587303,0.4932166,-1.3960267,0.8638274,0.78868186,-2.0181859,-1.9854999,0.32633758,0.15551041,-1.2828721,0.768789,0.0755416,-0.9629064,-0.054039594,0.5691028,1.0887675,-0.67304164,0
TCGA-A2-A0SU-01,-1.5188552,-1.040346,-0.4749027,-0.85388833,-0.22110128,-0.2453987,0.74395436,-1.4695451,0.29223377,0.36638868,1.559287,-1.2679602,-1.9712508,-0.21209306,-2.0169477,-0.31598482,-1.0842155,-1.2322472,1.2835641,1.1053984,-0.26417142,-1.7016922,1.1392971,0.20481852,-0.26486152,1.0295483,1.1313723,-0.31636283,-0.8995969,0.5438352,-0.046322424,-1.3927318,1
TCGA-A2-A0SV-01,1.0042504,-0.48659736,-1.8191633,-0.36315644,0.0068407357,0.40817916,0.9947338,0.054088984,-0.055837706,-0.68191606,-0.77658355,-0.61332715,-0.42539415,0.7699671,0.10451399,-0.4558413,0.06446904,-0.40237537,0.608315,0.9499805,2.1352127,-0.21755405,0.8158624,0.15224978,-0.2618006,0.58586437,0.43184972,-0.74468344,-0.5486131,-0.9236702,-1.637413,1.5478837,1
TCGA-A2-A0SW-01,-1.4188309,0.2568054,-0.15266415,1.605958,1.9208796,0.6297377,0.10630062,1.1737047,0.21847004,0.56194496,1.2882307,-0.317498,0.26300293,-0.9922909,0.7645749,0.47077343,-0.10860526,1.3249662,-0.52506894,1.2696474,-0.290815,-0.48034677,0.17420837,1.75716,0.031570006,-1.2068756,0.7599204,-1.4170344,0.04078664,0.18273093,-0.113644406,0.9599946,1
TCGA-A2-A0SX-01,0.6440034,0.87237626,-1.117055,0.6017639,0.57588863,0.100472026,1.6892233,1.2340803,-0.29317155,0.22887379,0.608258,1.3450562,1.1022335,0.5283729,0.5200478,1.4204724,0.0030383407,0.14001174,0.7664657,-0.27289644,-0.13928373,-0.08102545,1.3394475,0.22976202,-0.14198472,-0.9449353,-0.5319,0.8516653,-0.5384376,0.12650791,1.6064935,-1.024201,1
TCGA-A2-A0SY-01,-0.1770201,-0.99372035,0.39078927,-1.8957616,-1.0244713,0.88503414,1.6879886,-0.5465626,-0.31778634,1.9820535,0.2580247,0.8600835,-0.085288465,0.7769929,-1.1502777,-0.099014595,0.7368296,0.91967547,0.22126605,-1.6428908,0.89030194,-0.7359262,-1.7544193,1.0858287,-1.1814224,-0.30830073,-1.259261,-0.41476423,0.20549977,-1.7238156,-1.1726022,-2.213492,1
TCGA-A2-A0T0-01,-0.42296448,0.65360105,-0.22632654,-0.016088828,0.12759978,0.4771077,-0.4606612,0.81552976,0.8192316,0.2670002,1.196242,0.03881187,0.8706411,1.2257509,0.41190088,0.5978941,1.6673491,0.42248917,-1.4775712,0.3718257,2.621374,-0.38619438,0.8072423,-0.67738,-0.49438885,1.1121516,2.470176,1.4880239,0.43537697,0.87145525,-1.4092976,1.235634,1
TCGA-A2-A0T1-01,-0.8156883,-1.4094822,0.76319396,-0.7855894,0.44510937,-0.15198581,0.19075447,0.78809065,-0.5988181,0.7030225,-0.20993835,-0.09018967,-0.42851585,0.9674538,-0.24968301,2.1903229,-0.38366184,-0.85639834,-0.1585985,1.1071916,-1.0149382,-1.3229419,0.39146158,-0.86000454,-1.0143665,-0.1996889,0.64379966,-0.3168703,-0.8584619,0.2782322,2.3510997,1.2197508,1
TCGA-A2-A0T2-01,-1.2784867,1.1258646,-0.9415524,0.67568284,-0.5881998,-0.36634892,-1.4439609,1.0424267,1.6418897,1.1666127,0.3911334,0.7576497,0.8960602,0.54531246,1.2350233,0.03849957,0.28732765,-0.8236027,0.36154246,0.7020248,2.6047957,0.13572817,-0.73653054,0.52467865,0.36834946,0.32046005,0.18211292,-0.05677398,-0.5171972,-0.22931926,0.9036915,2.201429,1
TCGA-A2-A0T3-01,-0.006984789,0.46247455,0.2567337,0.4043539,-1.0730002,-0.35627216,2.0927987,0.3762842,-1.7798783,0.34048975,-0.14612481,-0.45391423,-1.9351621,1.3918241,0.23495153,-0.22169994,0.34628007,-0.45679924,-0.26004896,0.6863999,-0.33658546,-0.38868162,-0.6622986,0.4475098,-0.24169286,-0.53033507,-1.1442431,-0.72328115,-1.4928308,0.5976285,0.707108,-0.699638,1
TCGA-A2-A0T4-01,1.1297845,1.4020258,0.7476475,1.0708557,1.1678196,1.7325201,-1.4329704,-0.22015904,1.8294189,-0.544659,0.63427657,1.8982801,-1.108983,0.9154485,1.0115302,-0.944519,-1.2317787,0.38107902,-0.91649336,-0.104021005,-0.012116867,-0.688135,-0.13559547,1.1425151,0.61681855,0.90275985,-0.35934696,-0.020455513,-0.09509786,1.3623369,-0.04978507,-1.373713,1
TCGA-A2-A0T5-01,1.5023856,-0.13112135,0.22531432,0.8936865,0.56665325,1.67194,0.35295004,0.1770913,0.113667026,0.021386351,0.10810766,-1.2687201,-0.6389615,0.9067358,0.6812931,-0.17687316,-1.7599875,-0.86208725,1.1735624,-0.71050906,1.4452399,0.5468189,0.29112685,-0.22116537,-0.65915096,-1.8673731,2.2748375,0.3462147,1.3563764,-1.0652211,0.18720652,-0.9595729,1
TCGA-A2-A0T6-01,-0.15120362,0.06734895,-0.5841104,-1.0362332,2.0310576,0.7357923,1.6240594,-1.4333324,-0.8272338,0.53637534,-0.25582,-0.22614203,-0.9273562,0.5003462,0.71366954,0.07592468,1.2654722,0.772706,0.027187442,0.69700515,-1.4623002,-1.4299059,-0.5639599,-0.61444235,0.18156573,0.59941983,-1.0288606,-0.12799625,1.6820985,-1.346185,-0.75897926,0.06704566,1
TCGA-A2-A0T7-01,-0.06052376,-0.62775034,0.26727533,0.23269217,-0.12951893,-0.63534755,1.4863315,1.0143969,-0.37122902,2.0605714,-0.2614227,-0.16545208,1.1676831,1.2555994,-0.44987178,1.4477626,0.74689454,-0.6367995,1.2606142,1.992235,0.9171053,-0.4168541,-0.19942322,0.20500915,0.49008283,-0.35930294,0.034535788,0.062427353,0.16594137,-1.1638578,-0.45651743,0.55658096,1
TCGA-A2-A0YC-01,-1.3532609,-0.36949763,0.29426804,2.8391125,-0.11730903,0.7155145,-1.1564963,0.8956368,-1.3884357,-0.21099149,-0.6769194,0.43387312,1.495501,-2.5359197,-0.7754796,0.7740607,-0.19976833,0.22626127,-0.057355583,-0.97601354,0.25381318,0.8220583,-0.8655759,-0.028428653,0.7567502,0.19882308,-1.6444876,0.66806513,0.33842373,0.44865623,-1.4021432,0.70247984,1
TCGA-A2-A0YD-01,-0.27156606,1.1974684,0.42295995,0.39896458,-1.3174374,-0.38031,1.0782251,-0.90295094,-0.5529793,-0.26156706,1.4601654,1.2662324,-1.1178396,1.5744777,-0.74161303,1.6119926,1.7187619,2.3601022,-0.5430751,-0.23269786,-0.38788542,0.16312067,0.38741297,0.57399994,-0.5032906,-0.11707641,-0.04323948,1.9554067,-0.67445374,-0.91516733,-0.9276347,-0.70912844,1
TCGA-A2-A0YE-01,-1.1834284,0.72020894,0.3374054,0.67244273,1.198147,-1.4082762,1.0604233,-0.19428307,1.6288126,-0.042944122,0.009238014,-1.7483361,1.1087723,-0.7855687,-1.1077199,-0.18028887,-0.84072137,-0.13531214,-0.82648003,-1.219278,0.3246925,0.50809044,-0.33100846,0.53991103,-0.61207443,0.42029616,0.6965306,-0.6703837,0.29220587,-0.028705616,0.015173501,0.08514861,1
TCGA-A2-A0YF-01,0.7069546,-0.82468843,1.8309919,0.5433534,0.23144141,-0.91105956,-1.5900875,-1.3314322,1.4908857,0.52454346,0.05831503,1.1787084,-0.196286,0.0063817175,1.6753356,0.90601164,-0.9020915,-0.7680447,0.54080194,-0.9892163,1.541925,1.1863643,0.37779942,1.393229,0.60477036,0.17634796,-0.09934548,-0.6542523,-0.43041638,-0.12912802,0.89597297,0.27560982,1
TCGA-A2-A0YG-01,0.028707545,0.9537939,-0.20428897,-2.3021588,-1.0620388,3.3994238,1.2913184,-0.5010097,-0.32928652,-0.21925834,0.8724616,-0.6421635,0.5226425,-0.57303685,1.1811204,-0.15734015,0.9500667,-0.16371895,-0.34585112,1.2252715,0.7764411,0.3723946,0.62340534,0.15990411,0.06303612,-0.49130544,-1.4214519,-0.03149518,0.22423406,-0.84698915,-0.07671025,2.2929943,1
TCGA-A2-A0YH-01,-0.74201834,0.30718783,-0.62041354,-0.914983,0.43544814,0.15062088,-0.24030621,-1.0494795,-2.2731194,-1.0993598,-0.3642448,-0.8421955,0.41144145,-0.41580766,-0.7370528,-0.85362023,-0.6319807,1.2678515,0.62080455,0.11094525,0.9047681,0.17798576,-3.7521138,0.71218735,-0.79576296,-0.10526858,-0.78233856,-0.4439997,-2.4688563,0.55132,0.6622257,0.9576503,1
TCGA-A2-A0YI-01,0.2303114,-0.26500645,0.08617386,0.50531775,-0.024253733,-0.23302627,-0.27583432,-0.3880073,-0.13871412,-0.5974243,0.5964239,-0.5114368,0.28149062,0.02009595,0.37180665,0.44405434,0.077635914,1.9127675,0.369319,0.24193826,0.3093613,0.08763164,1.2800823,-1.2110707,-0.30930868,0.34307072,1.2941693,-0.632319,-0.04006882,0.57157016,0.8529278,1.3616055,1
TCGA-A2-A0YJ-01,-2.40251,-0.6099899,-0.060945477,1.566713,-0.76599085,2.1598654,-0.298838,-0.8408933,-0.21277173,0.39281377,-2.083532,0.8943701,1.5700405,-1.1007483,-2.5173554,1.0004115,-0.4943113,0.073087215,-0.29446012,0.38189003,0.26451814,0.15630102,0.3833303,-1.0390688,-0.103234164,0.2698967,0.4593825,1.1502384,0.8796188,-0.3187428,-0.2529729,0.7888231,1
TCGA-A2-A0YK-01,0.015400628,-0.50526035,0.5760623,0.28051615,-0.09851455,1.4629048,-0.20629151,-0.9662119,1.0604854,0.81334686,0.88766885,-0.7298071,-1.5021496,-0.8297654,-1.877854,-0.2576719,0.31064886,0.49544826,2.09052,-1.6389778,0.421603,0.36025068,-0.50139755,-0.4715333,0.4394954,-0.48965716,-0.569894,-0.25333622,-0.62738746,1.3483481,1.3126158,-1.2346488,1
TCGA-A2-A0YL-01,-2.566243,-1.5247343,-1.4142119,-0.23229814,-1.4826694,0.07154405,0.032580968,-0.714813,0.21281256,-1.1630802,-0.9210468,-0.7415806,-1.7681105,-0.64461523,0.002132741,-1.5636222,-1.5240409,0.628059,0.96080655,-0.20092015,-0.001452797,0.46140605,-0.047950253,-0.5817365,2.2606425,0.3868201,-0.87494266,-0.4495639,-0.14336362,0.24319755,-0.51461846,0.41040415,1
TCGA-A2-A0YM-01,0.5696091,-1.0146602,0.7166245,0.99212295,0.5066903,0.8802969,0.61125314,0.97395736,-0.58937323,0.56467795,-0.9811131,1.3041971,-1.6914799,-0.31556964,0.88062555,0.3617494,1.0444747,1.5051264,-0.21507329,0.8171295,0.2311112,-0.8060958,-1.8838943,-0.6648978,0.21953416,-0.90496886,1.2214228,-1.2819554,-1.0663241,-0.566407,0.07720527,-0.52080727,1
TCGA-A2-A0YT-01,3.1181042,-2.6032672,1.0222415,0.15691459,0.9832952,-1.6758157,0.7275924,-0.22465248,0.5948182,0.14365639,-0.41117206,-0.524573,-0.7517339,-1.0221412,-1.3122228,0.27809545,1.7649841,0.7662293,-0.035319917,1.2416058,1.4531598,0.061718144,-0.20232159,1.2620516,-0.27409703,-0.33357823,1.3478068,-0.61846554,1.0973777,-0.42366797,1.4973193,-0.058968477,1
TCGA-A2-A1FV-01,-2.5080028,0.09514104,2.1824994,-0.4263106,-0.3590868,-1.2398293,-2.1047537,-2.41228,-0.5048101,0.20214646,2.0895498,-0.031039419,-0.5458152,-0.4824327,0.985847,-0.5631289,-0.34622085,1.4287893,0.39430523,-2.0689704,-1.0073346,0.3277821,0.8889201,-0.72892594,-0.5275743,-1.142941,-0.037896972,1.2426119,0.5980999,1.118445,-0.30696803,-1.2409596,1
TCGA-A2-A1FW-01,-1.0343311,0.42072603,0.43536392,-1.7288889,0.42257422,-0.95954216,1.6775229,0.8547529,0.2449387,-0.87819403,0.40815696,0.9627063,0.19475384,0.85565937,0.4522597,-0.18559653,1.8979647,-3.0676346,1.327731,-0.41045702,0.93061996,0.16363133,0.005050403,0.5647264,0.58830947,-0.91538286,-1.01272,0.49926886,0.3553349,1.319975,-2.079731,-0.561335,1
TCGA-A2-A1FX-01,-0.37172806,0.09553531,0.63378865,-0.22727025,0.9842812,-1.3059651,-0.48851338,-0.20017199,-0.20232977,-0.44601014,-2.1967223,0.4028586,0.45108363,-0.82105124,-0.098703116,-1.570039,0.7094391,-0.05726524,-0.36326793,-0.01164583,-2.2172723,-0.90311575,-1.1360189,0.027852368,0.88662934,-0.6994441,1.9044292,-1.1466075,0.9337285,0.6800824,0.68983173,-2.6556005,0
TCGA-A2-A1FZ-01,-0.6841663,0.07305865,-0.78261054,-0.15283224,-1.0705131,0.10742557,1.9387475,-1.1392894,-1.1783519,1.1400515,-0.201832,0.8599263,-0.37805438,0.9122032,0.6174691,1.9809821,-0.7776326,0.15927958,0.1068435,-1.8992062,-0.6435575,1.9623758,0.823551,-0.43207806,-0.93099463,0.42433056,-0.5468963,-0.5279221,-0.6617524,0.6189807,-0.47352213,0.8683165,1
TCGA-A2-A1G0-01,0.19492635,0.08779292,1.4213704,1.5151511,-0.10519593,1.9970285,-0.11247039,-0.3899282,-0.10326781,-0.7772762,0.13114975,0.7475785,0.4460788,0.40276864,-0.42146042,-1.0051814,1.5171418,-0.37183806,1.0824902,-0.49575633,-0.311545,3.0439208,-0.71859944,1.7242702,1.3161356,-0.16099827,1.1994624,-0.007906336,-0.4234279,-0.646785,0.5606223,0.17468639,1
TCGA-A2-A1G1-01,1.6619494,-0.094851606,-1.507622,-1.7610767,1.2174673,-0.21661307,-0.22090326,-0.7024992,-0.11427032,-0.68985903,-1.0680654,-0.75196207,-0.9942622,0.18206465,0.8076109,1.7427791,-0.5034476,-0.4770513,1.4458994,1.3779616,0.49333325,-0.24157538,-1.422227,-0.11252278,2.1652377,0.55999744,0.8001917,-0.08431471,1.0338912,-0.027557345,0.70665187,-0.7570199,1
TCGA-A2-A1G4-01,1.3274436,0.5783083,0.58100814,0.6767455,0.71454716,0.699205,0.30392882,-0.30472815,-0.3152396,-0.2962743,2.503816,0.06553047,0.71433675,-0.35182917,-0.46790355,1.2384548,0.14660363,-1.0359346,2.2132897,1.3772547,-1.5496193,-0.34288308,0.5407934,-0.7937327,0.59771526,-0.15014647,-1.3445982,0.39177984,0.252382,-1.9125127,-1.2973069,-0.7484677,1
TCGA-A2-A1G6-01,-1.0634888,0.08341704,0.7603653,0.62785023,-0.3912076,0.40693563,-0.6836339,0.66899145,-0.29513866,-2.3000414,-0.4654619,1.1386493,1.3779973,-0.34664464,-0.6717905,1.8705803,-0.31315798,-0.5168924,0.76783717,0.0028675003,-0.15032153,-0.06774537,-0.12070767,-0.5534671,-0.3518528,-0.12177846,0.81196845,2.3636537,0.47178134,2.2041507,0.124459065,0.10668837,1
TCGA-A2-A259-01,1.670429,-0.43391103,1.4117389,0.41722438,1.5640726,-0.8746994,0.2325983,-1.2549852,1.9592909,-0.64864695,-1.0582558,0.54603386,0.44483283,-1.0879028,-1.0901963,0.82486194,1.0041485,-1.4518573,0.06621186,-0.23063976,-2.4939642,1.5811116,-0.32257393,0.7211479,0.31334558,1.8233954,-0.98839295,0.4397705,-1.1995678,-1.6539261,-0.4132084,0.8704353,1
TCGA-A2-A25A-01,0.34613323,0.82334924,0.57539797,0.11390211,-0.35156184,-0.13568975,-1.5707965,0.117578536,-1.1611488,-1.4991415,-0.4113848,0.9692265,-1.0549761,0.56726694,-0.6615231,-0.48957524,-0.3502392,0.7127816,1.5198877,1.0057681,-0.7738229,-0.44524273,0.6754316,0.4623029,-0.26109675,1.473597,0.10430758,-0.6062346,-1.435858,-1.2295719,-0.15418461,-0.9823504,0
TCGA-A2-A25B-01,1.094446,0.026328035,-0.7133481,0.68073756,0.5598662,-1.3504361,0.49492353,-0.004186635,0.12912203,-0.59132546,0.33991894,-0.5455288,-0.6706048,0.93715316,-1.0863088,-0.22867078,-0.51572543,-0.22611335,-0.5128967,0.31596744,1.9438981,-1.1159536,-1.6311917,0.953458,-0.4679464,0.010565819,0.63688254,-1.2794538,0.098310985,-1.7760574,-0.26302212,0.5502697,1
TCGA-A2-A25C-01,-0.39071026,0.08315915,0.12920831,0.2583013,-0.52920824,1.4269207,0.17866407,0.33008614,0.35025853,-0.2656191,0.38880098,-0.3473535,-0.2121128,1.0348221,-1.2486354,0.5015311,-0.5345118,-0.9714418,-0.064340815,-0.44950137,0.42398164,-0.45616606,-0.6814277,-0.0230271,1.7619349,-0.90975386,0.01408637,-1.0661348,0.0886077,-1.1996281,-1.3455579,-1.0381995,1
TCGA-A2-A25D-01,0.7491988,-0.692448,0.34923518,1.9457616,-1.4304388,0.019234205,-0.2269236,-0.6598519,-0.35910398,-0.13406548,0.42827398,-0.6365049,0.0017258263,-2.110658,0.9001736,0.25111926,-3.1786573,-0.32546347,-0.63202804,0.013013015,-0.58881676,-1.9544073,0.07501589,1.6396265,1.3007321,-0.41912144,0.25468844,-0.10727461,0.7338351,-1.4375604,0.24015005,0.68874556,1
TCGA-A2-A25E-01,0.24687943,0.99672705,0.8154892,0.81834966,-0.027480105,-0.53421146,0.46633804,0.48801565,-0.121332824,0.15616678,0.86247206,-0.02099277,0.19877174,2.0233352,-0.008913977,0.32876694,0.6591289,-0.29663095,-1.1895834,-1.1349958,-1.1329633,-2.060543,1.7473615,1.1453001,0.5700232,0.086458676,-1.5627925,0.8190412,0.35466284,1.2516665,0.79918,0.2900082,0
TCGA-A2-A25F-01,0.32253757,-1.4936086,1.2263027,-0.0228116,-0.52672553,-1.0822812,0.20239958,0.31313235,0.551784,0.02747076,0.4383269,-1.4390268,-0.6391818,-1.1480616,0.53346753,1.938581,-1.5186933,0.33732626,0.43669182,0.49859422,-1.1432083,0.08537156,1.7460936,-0.23259056,1.437286,0.12527503,-0.99868,-2.0975428,-0.972852,0.03282717,-0.47835925,0.6536061,1
TCGA-A2-A3KC-01,-1.2577379,-1.4609581,-0.7215583,0.24004698,-0.45143244,0.031576134,-1.1867958,-1.7953469,-2.106129,-1.1979951,1.0512078,-1.4405302,1.2452223,-0.35937595,-0.4705172,1.5161157,-0.43243343,0.9048373,-1.6435643,0.50260055,0.5260922,-1.0302922,-0.61592555,2.3258681,1.3488537,-0.80415845,0.09257265,0.94208354,0.5652016,0.33232245,-0.7160016,0.67349577,1
TCGA-A2-A3KD-01,0.73509985,-1.6503922,-0.1165186,0.2502162,-1.2935191,1.3983386,-1.620495,0.387585,1.3135165,1.1050475,0.5544596,0.5981767,-0.5365936,-1.0415007,0.22202048,-0.42633095,0.08216975,0.79127,-0.684179,-0.16953531,0.9999232,-0.111183494,-1.3726243,0.18829376,0.98454547,-0.096657924,-1.1639068,0.12722145,-0.47334236,0.14810917,0.024917327,0.23155136,1
TCGA-A2-A3XS-01,-0.63389105,-0.07285535,-2.0003388,1.0816516,0.5519312,0.03829448,1.7675955,-0.38178852,-0.89860547,0.74782884,0.13397658,-0.52837557,-0.64355725,-1.2128773,0.5925992,-1.7954534,-0.52317375,-0.9484635,-0.20844579,-1.7069099,-0.8632027,1.0898896,-0.8786564,-0.31589127,-0.44300452,-1.4553175,0.2659506,-0.5607428,0.0119631,-2.214942,-0.98113257,0.24529573,1
TCGA-A2-A3XT-01,-0.058981355,0.23667744,-1.1903728,0.8457131,1.7007399,0.758444,-1.0641448,-0.7071058,-0.1402452,-1.9554234,-0.7953523,0.34682134,-0.46034378,-0.98675305,-0.43622684,1.4178568,-0.21147549,-0.87584704,-1.121924,2.2468953,-1.1319112,0.20560154,-1.9432678,0.015585953,-0.15185255,0.1486514,-0.49880424,0.73128456,-0.45926505,0.9193671,0.46197304,0.021010429,0
TCGA-A2-A3XU-01,-1.4681427,1.6418594,-0.6563479,0.24506377,0.47255298,-1.1903206,-1.2514889,-0.26910663,1.0658273,-1.2943748,1.5815362,1.4762212,0.42127335,-1.329936,-1.1397008,0.5286533,-0.7276012,0.32988816,-0.31636965,-0.01270235,0.62382704,0.4072527,-0.25982878,0.15082833,-0.038734518,1.4136305,-0.22556126,-0.3344456,1.6588748,0.0909117,0.17192122,-0.4708618,1
TCGA-A2-A3XV-01,-0.28517765,-0.5466355,-0.73295057,-0.6203714,0.5932502,-0.80721843,-0.6625344,0.77293575,-2.3082104,0.6447557,-0.17770419,1.3320733,-1.3351835,0.36778402,-0.04579998,-0.9402133,-0.74648,0.52565336,-0.89817876,1.1902122,0.376971,0.3113675,0.9623453,-1.2055278,0.3076412,-0.3374277,0.9136159,-0.03552575,0.29961827,-0.52056473,0.49036846,-0.7495989,1
TCGA-A2-A3XW-01,-1.3421338,-0.11297824,1.5094955,-0.5620511,0.62975216,-0.05681947,0.8066811,-1.1368426,0.6317871,0.2908467,-0.16298196,-1.3657464,0.008376883,2.3170047,1.8751587,0.023542706,0.87538725,-0.22975741,0.12863603,-0.34264076,0.8576834,-0.18993288,-0.6748086,-0.47522447,-1.2108948,0.147989,-0.47867018,-0.42104855,-0.76032805,-1.2375069,1.0806786,0.23550902,1
TCGA-A2-A3XX-01,-0.7877147,-0.14389232,-0.5569132,1.2413614,-0.19477838,0.017434582,-2.2099288,0.9012262,-0.61880934,0.6768567,-1.9541059,0.08253682,-0.29978025,-1.8345337,-0.44729194,-0.79371476,0.7912463,0.5790208,0.6738418,-0.6634002,-0.77487814,-0.3020952,0.29894522,-0.67376685,-1.1007062,0.07785696,-0.29086846,1.1652226,-0.48309672,-1.5312917,0.26306173,0.1676488,1
TCGA-A2-A3XY-01,0.6900056,0.5140534,0.2536205,-1.1547545,-0.62164116,1.5304133,-2.2635849,-0.110260814,0.19139653,0.0010799861,2.5834565,0.31847575,-1.694427,1.1381252,0.060668465,0.69774985,-2.0693111,-0.7111156,0.40158197,1.3772204,0.39316064,0.32767245,1.55805,0.4545588,0.17180862,2.5030239,-1.025866,-0.31998473,0.41387275,0.72784466,-0.44320744,-0.056117162,1
TCGA-A2-A3XZ-01,-1.3074816,-1.631839,-0.1954896,-0.7218582,0.720794,1.3349552,0.9564234,-0.28542516,0.3345246,-0.8619046,1.3792742,0.80242676,0.5741257,-0.33677983,0.22121373,-0.037595373,-0.4366756,0.056359876,-0.35257348,-2.6291327,-0.4744828,0.5494132,-1.1304773,-0.8953078,0.9780227,-0.11090932,0.54870504,2.1913414,0.47012576,-0.99581254,-2.7860894,-0.58281463,1
TCGA-A2-A3Y0-01,2.4252238,0.4891942,-0.23489387,1.4933684,0.3949197,-1.9144031,-1.0986882,-0.48826465,-0.4180172,1.0136981,-0.8049458,-0.020926371,-0.85148793,-1.1705761,-0.31492087,1.7342615,0.59823984,-0.03210704,-0.7541787,-2.3367732,-0.46638522,0.78486913,0.37649924,-0.65020114,-0.61747843,-0.364904,0.019882359,0.9021735,0.5901541,1.0244071,0.9670549,-0.323408,1
TCGA-A2-A4RW-01,-0.7072764,-1.0564095,0.9434357,0.6928171,0.1469031,0.11142749,0.15409672,2.0123715,-0.6843317,0.7327985,-0.0062317094,-0.14101824,-0.16078436,0.14156578,0.5606839,-0.3270317,2.4287086,0.87786037,0.38735884,0.7705898,2.4585443,0.4624308,-0.02356056,0.2580221,0.09254712,0.3399844,0.2760002,-0.59437287,-0.6316739,-0.42038187,-0.043060105,1.7659712,1
TCGA-A2-A4RX-01,0.0437694,-0.13851412,-0.6472839,-0.16545969,0.12070194,-1.012193,1.0092434,0.8583736,-0.66144973,0.20471567,-0.25409287,-0.9845413,0.7305796,-2.590866,-0.7497836,-1.0605552,0.9829608,-0.9911866,0.64655435,-0.11994709,-0.2313833,-1.3884468,1.3103955,-0.44621554,1.4488302,-1.5476946,1.0499475,1.2753954,0.88485765,-1.722382,1.9791949,-0.4021338,1
TCGA-A2-A4RY-01,1.0510486,-1.0843495,0.07236994,0.90376604,0.33197072,-1.0080657,1.1652274,0.45486054,0.6454152,1.4971868,-0.584471,1.7665435,1.4866325,-0.3732918,0.53854686,-0.054910515,0.52507055,-0.3427889,-0.5986189,0.82405686,-0.122989416,0.36607444,-0.80340683,-1.6139128,-0.6958506,-0.19535495,0.9279587,-0.74915886,0.905111,-0.055787094,0.10485044,-0.7126813,1
TCGA-A2-A4S0-01,0.07904175,-0.0930997,0.2375351,-0.75180125,0.8387263,2.5527577,-0.8447634,0.18279976,1.3425725,0.37552777,-1.0737514,1.1195332,0.14901549,-0.092789225,0.9085628,-0.5909644,0.8480451,2.1892056,0.08793321,-0.18322073,0.3290894,-0.5003897,-2.2673755,0.9983627,-0.43463677,-1.2893411,-1.9535724,-1.0796152,-1.4231626,-0.8704183,-0.60755056,-0.037723444,1
TCGA-A2-A4S1-01,-0.41616112,0.2746896,-0.47926027,-0.027715912,0.57657784,-0.24135555,2.170882,-0.3189217,-2.0581257,-1.5428154,0.6833274,0.5819509,0.56215197,-1.3897128,-0.5937187,1.6038731,-0.30720466,0.72979236,0.8014329,1.8054,-1.6001841,-0.88937473,-1.3207355,0.4067252,-0.7265824,-2.0273018,-1.3860352,-0.07968525,-1.1174473,0.98447746,-0.28940195,0.16680211,1
